pais,id_cliente,fecha_pedido,fecha_llegada,tipo_compra,numero_pedido,tamano_paquete,unidades,costo_empacado,costo_envio,tipo_descuento,categoria,tipo_consumo,tipo_cliente,costo_producto
Paraguay,220834258,2001-02-01,2001-02-17,Normal,98092792,Paquete pequeño,2,1.0,4.0,Cyber Monday,Libro,Bajo consumo,B2B,5.0
Paraguay,224042479,2004-12-03,2004-12-16,Normal,98087708,Paquete pequeño,1,2.0,6.45,Sin descuento,Libro,Bajo consumo,B2B,8.45
Paraguay,224042479,2014-12-16,2017-06-23,Normal,98071785,Paquete pequeño,3,1.0,3.86,Fecha especial,Libro,Bajo consumo,B2B,4.859999999999999
Paraguay,225237308,2010-11-02,2010-11-18,Normal,98079226,Paquete pequeño,2,3.0,6.68,Sin descuento,Libro,Bajo consumo,B2C,9.68
Paraguay,229898861,2008-02-15,2008-03-07,Normal,98083425,Paquete pequeño,3,1.0,5.0,Sin descuento,Libro,Bajo consumo,B2C,6.0
Paraguay,234941158,2006-04-05,2006-04-25,Normal,98085940,Paquete pequeño,2,2.0,6.89,Sin descuento,Libro,Bajo consumo,B2C,8.89
Paraguay,234941158,2012-04-07,2012-04-28,Normal,98076777,Paquete pequeño,2,1.0,4.75,Sin descuento,Libro,Bajo consumo,B2C,5.75
Paraguay,238517106,2013-05-09,2013-05-27,Normal,98074849,Paquete pequeño,3,3.0,5.99,Sin descuento,Libro,Bajo consumo,B2B,8.99
Paraguay,249798097,2000-03-25,2000-04-08,Normal,98093898,Paquete pequeño,3,2.0,4.0,Cyber Monday,Libro,Bajo consumo,B2B,6.0
Paraguay,249798097,2002-07-11,2002-07-28,Devolución,98090865,Paquete pequeño,3,2.0,4.0,Cyber Monday,Libro,Bajo consumo,B2B,6.0
Paraguay,254237998,2012-07-10,2012-07-24,Normal,98076332,Paquete pequeño,2,2.0,6.33,Sin descuento,Libro,Bajo consumo,B2C,8.33
Paraguay,272385252,2004-09-18,2004-10-05,Normal,98087959,Paquete pequeño,3,1.0,4.88,Cyber Monday,Libro,Bajo consumo,B2C,5.88
Paraguay,272385252,2013-11-27,2013-12-08,Devolución,98073879,Paquete pequeño,1,1.0,4.33,Sin descuento,Libro,Bajo consumo,B2C,5.33
Paraguay,272581503,2004-06-19,2004-06-30,Normal,98088273,Paquete pequeño,2,2.0,6.55,Sin descuento,Libro,Bajo consumo,B2B,8.55
Paraguay,275323921,2015-11-29,2015-12-16,Normal,98069480,Paquete pequeño,2,1.0,6.58,Sin descuento,Libro,Bajo consumo,B2C,7.58
Paraguay,296364886,1999-12-21,2000-01-06,Normal,98094246,Paquete pequeño,2,2.0,4.99,Black Friday,Libro,Bajo consumo,B2C,6.99
Paraguay,305002580,2003-03-02,2003-03-23,Devolución,98090061,Paquete pequeño,3,2.0,6.14,Liquidación,Libro,Bajo consumo,B2C,8.14
Paraguay,306217163,2014-08-10,2014-08-23,Devolución,98072479,Paquete pequeño,1,3.0,6.33,Sin descuento,Libro,Bajo consumo,B2B,9.33
Paraguay,308322096,2003-10-23,2003-11-10,Normal,98089176,Paquete pequeño,2,2.0,6.99,Sin descuento,Libro,Bajo consumo,B2C,8.99
Paraguay,316694393,2000-10-27,2000-11-12,Normal,98093119,Paquete pequeño,2,1.0,5.9,Cyber Monday,Libro,Bajo consumo,B2C,6.9
Paraguay,316694393,2015-04-06,2017-10-13,Normal,98071062,Paquete pequeño,2,2.0,6.22,Sin descuento,Libro,Bajo consumo,B2C,8.219999999999999
Paraguay,321553436,2000-10-25,2000-11-06,Devolución,98093127,Paquete pequeño,3,1.0,3.12,Sin descuento,Libro,Bajo consumo,B2B,4.12
Paraguay,327658904,2013-04-29,2013-05-16,Normal,98074907,Paquete pequeño,3,2.0,5.86,Sin descuento,Libro,Bajo consumo,B2B,7.86
Paraguay,327658904,2014-08-17,2014-09-01,Normal,98072432,Paquete pequeño,2,3.0,6.9,Sin descuento,Libro,Bajo consumo,B2B,9.9
Paraguay,331154749,2011-09-11,2011-09-28,Normal,98077737,Paquete pequeño,3,1.0,4.45,Sin descuento,Libro,Bajo consumo,B2B,5.45
Paraguay,331154749,2015-06-10,2017-07-25,Normal,98070613,Paquete pequeño,1,1.0,6.55,Sin descuento,Libro,Bajo consumo,B2B,7.55
Paraguay,333427984,2010-04-10,2010-04-27,Normal,98080192,Paquete pequeño,1,2.0,6.58,Sin descuento,Libro,Bajo consumo,B2C,8.58
Paraguay,337782119,2008-09-10,2008-10-03,Normal,98082660,Paquete pequeño,1,2.0,6.0,Sin descuento,Libro,Bajo consumo,B2C,8.0
Paraguay,356602040,2014-04-04,2014-04-25,Normal,98073214,Paquete pequeño,3,2.0,3.45,Cyber Monday,Libro,Bajo consumo,B2C,5.45
Paraguay,367570195,2014-11-28,2014-12-16,Normal,98071878,Paquete pequeño,1,2.0,6.0,Liquidación,Libro,Bajo consumo,B2B,8.0
Paraguay,367570195,2015-09-08,2015-09-16,Normal,98070030,Paquete pequeño,3,3.0,4.0,Sin descuento,Libro,Bajo consumo,B2B,7.0
Paraguay,369531322,2000-06-08,2000-06-27,Normal,98093648,Paquete pequeño,2,2.0,4.22,Cyber Monday,Libro,Bajo consumo,B2B,6.22
Paraguay,369531322,2014-11-25,2014-12-16,Normal,98071895,Paquete pequeño,2,2.0,4.14,Sin descuento,Libro,Bajo consumo,B2B,6.14
Paraguay,370008934,2009-06-09,2009-06-17,Normal,98081619,Paquete pequeño,1,2.0,5.75,Cyber Monday,Libro,Bajo consumo,B2B,7.75
Paraguay,376809712,2006-02-27,2006-03-10,Normal,98086073,Paquete pequeño,2,1.0,4.99,Sin descuento,Libro,Bajo consumo,B2B,5.99
Paraguay,378428659,2004-09-04,2004-09-16,Normal,98088008,Paquete pequeño,2,3.0,6.0,Sin descuento,Libro,Bajo consumo,B2C,9.0
Paraguay,395119746,2010-03-21,2010-04-08,Devolución,98080297,Paquete pequeño,1,3.0,5.75,Cyber Monday,Libro,Bajo consumo,B2C,8.75
Paraguay,405991354,2015-01-02,2017-06-30,Devolución,98071683,Paquete pequeño,3,3.0,6.45,Cyber Monday,Libro,Bajo consumo,B2C,9.45
Paraguay,411774575,2014-07-31,2014-08-16,Devolución,98072538,Paquete pequeño,2,2.0,6.86,Sin descuento,Libro,Bajo consumo,B2B,8.86
Paraguay,413610234,2010-05-27,2010-06-09,Normal,98079968,Paquete pequeño,2,3.0,5.65,Sin descuento,Libro,Bajo consumo,B2C,8.65
Paraguay,413610234,2014-08-26,2017-05-23,Normal,98072386,Paquete pequeño,2,3.0,6.1,Cyber Monday,Libro,Bajo consumo,B2C,9.1
Paraguay,427542511,2004-05-31,2004-06-14,Normal,98088348,Paquete pequeño,1,3.0,5.99,Sin descuento,Libro,Bajo consumo,B2B,8.99
Paraguay,427542511,2012-07-11,2012-07-22,Devolución,98076323,Paquete pequeño,3,2.0,6.75,Cyber Monday,Libro,Bajo consumo,B2B,8.75
Paraguay,436608095,2005-05-18,2005-05-28,Normal,98087103,Paquete pequeño,1,2.0,3.25,Sin descuento,Libro,Bajo consumo,B2B,5.25
Paraguay,438776540,2013-05-15,2013-05-25,Devolución,98074827,Paquete pequeño,2,3.0,4.0,Sin descuento,Libro,Bajo consumo,B2C,7.0
Paraguay,438776540,2015-06-22,2017-11-04,Normal,98070539,Paquete pequeño,1,1.0,6.12,Sin descuento,Libro,Bajo consumo,B2C,7.12
Paraguay,448635016,2015-11-17,2018-04-07,Normal,98069549,Paquete pequeño,1,1.0,5.68,Sin descuento,Libro,Bajo consumo,B2C,6.68
Paraguay,452241159,2010-03-24,2010-04-03,Devolución,98080267,Paquete pequeño,1,1.0,6.58,Cyber Monday,Libro,Bajo consumo,B2C,7.58
Paraguay,454188032,2001-08-20,2001-09-05,Normal,98092079,Paquete pequeño,2,1.0,5.9,Cyber Monday,Libro,Bajo consumo,B2C,6.9
Paraguay,454188032,2004-09-09,2004-10-01,Normal,98087987,Paquete pequeño,2,1.0,4.84,Sin descuento,Libro,Bajo consumo,B2C,5.84
Paraguay,463804554,2014-07-08,2017-05-09,Normal,98072683,Paquete pequeño,3,1.0,6.1,Cyber Monday,Libro,Bajo consumo,B2C,7.1
Paraguay,471492301,2015-02-18,2017-07-04,Devolución,98071374,Paquete pequeño,3,1.0,7.0,Sin descuento,Libro,Bajo consumo,B2C,8.0
Paraguay,476846252,2008-02-16,2008-03-04,Devolución,98083431,Paquete pequeño,1,2.0,3.45,Sin descuento,Libro,Bajo consumo,B2C,5.45
Paraguay,477490358,2005-09-06,2005-09-17,Normal,98086711,Paquete pequeño,2,2.0,4.68,Sin descuento,Libro,Bajo consumo,B2B,6.68
Paraguay,485015128,2009-06-16,2009-06-30,Normal,98081594,Paquete pequeño,2,2.0,5.75,Cyber Monday,Libro,Bajo consumo,B2C,7.75
Paraguay,485015128,2012-11-09,2012-11-26,Normal,98075731,Paquete pequeño,3,3.0,3.45,Sin descuento,Libro,Bajo consumo,B2C,6.45
Paraguay,487583305,2011-07-06,2011-07-24,Normal,98078055,Paquete pequeño,3,3.0,5.45,Liquidación,Libro,Bajo consumo,B2C,8.45
Paraguay,499023098,2010-02-01,2010-02-16,Devolución,98080545,Paquete pequeño,1,2.0,6.25,Cyber Monday,Libro,Bajo consumo,B2C,8.25
Paraguay,499023098,2012-06-27,2012-07-13,Normal,98076388,Paquete pequeño,2,2.0,6.58,Sin descuento,Libro,Bajo consumo,B2C,8.58
Paraguay,514251801,2011-08-25,2016-07-31,Normal,98077824,Paquete pequeño,2,1.0,5.84,Sin descuento,Libro,Bajo consumo,B2C,6.84
Paraguay,514251801,2012-07-09,2012-07-28,Normal,98076331,Paquete pequeño,2,3.0,5.0,Cyber Monday,Libro,Bajo consumo,B2C,8.0
Paraguay,514668821,2007-07-14,2007-07-26,Normal,98084217,Paquete pequeño,3,3.0,6.2,Fecha especial,Libro,Bajo consumo,B2C,9.2
Paraguay,529333105,2001-06-05,2001-06-14,Devolución,98092353,Paquete pequeño,3,2.0,5.45,Sin descuento,Libro,Bajo consumo,B2C,7.45
Paraguay,529333105,2012-08-29,2012-09-16,Normal,98076112,Paquete pequeño,1,3.0,5.75,Sin descuento,Libro,Bajo consumo,B2C,8.75
Paraguay,529333105,2015-11-30,2015-12-13,Normal,98069469,Paquete pequeño,1,3.0,5.99,Sin descuento,Libro,Bajo consumo,B2C,8.99
Paraguay,531720979,2003-06-25,2003-07-11,Normal,98089616,Paquete pequeño,2,1.0,4.33,Liquidación,Libro,Bajo consumo,B2C,5.33
Paraguay,531720979,2010-10-05,2010-10-19,Normal,98079345,Paquete pequeño,3,1.0,5.99,Sin descuento,Libro,Bajo consumo,B2C,6.99
Paraguay,535619292,2015-02-12,2017-06-29,Normal,98071404,Paquete pequeño,3,3.0,4.0,Sin descuento,Libro,Bajo consumo,B2B,7.0
Paraguay,536970848,2006-02-06,2006-02-17,Normal,98086130,Paquete pequeño,3,2.0,4.45,Sin descuento,Libro,Bajo consumo,B2C,6.45
Paraguay,541065853,2008-05-22,2008-05-30,Normal,98083075,Paquete pequeño,1,2.0,6.25,Sin descuento,Libro,Bajo consumo,B2C,8.25
Paraguay,541065853,2012-12-29,2013-01-09,Normal,98075501,Paquete pequeño,3,1.0,4.9,Sin descuento,Libro,Bajo consumo,B2C,5.9
Paraguay,543794562,2002-12-16,2002-12-27,Normal,98090323,Paquete pequeño,1,1.0,5.61,Cyber Monday,Libro,Bajo consumo,B2B,6.61
Paraguay,549059705,2012-07-07,2012-07-18,Normal,98076346,Paquete pequeño,2,3.0,6.89,Black Friday,Libro,Bajo consumo,B2B,9.89
Paraguay,549442190,2006-05-26,2006-06-11,Normal,98085750,Paquete pequeño,3,3.0,4.9,Sin descuento,Libro,Bajo consumo,B2C,7.9
Paraguay,550048793,2015-04-20,2015-05-07,Normal,98070965,Paquete pequeño,1,1.0,6.61,Fecha especial,Libro,Bajo consumo,B2C,7.61
Paraguay,551050943,2010-10-18,2010-11-04,Devolución,98079302,Paquete pequeño,2,1.0,6.25,Fecha especial,Libro,Bajo consumo,B2B,7.25
Paraguay,551050943,2015-11-26,2015-12-11,Devolución,98069483,Paquete pequeño,1,2.0,4.99,Sin descuento,Libro,Bajo consumo,B2B,6.99
Paraguay,554389349,2003-04-27,2003-05-09,Normal,98089836,Paquete pequeño,1,3.0,6.55,Sin descuento,Libro,Bajo consumo,B2B,9.55
Paraguay,554389349,2003-10-29,2003-11-12,Normal,98089153,Paquete pequeño,2,2.0,7.0,Sin descuento,Libro,Bajo consumo,B2B,9.0
Paraguay,554389349,2015-04-29,2018-02-04,Normal,98070893,Paquete pequeño,3,1.0,3.61,Black Friday,Libro,Bajo consumo,B2B,4.609999999999999
Paraguay,555364119,2011-02-14,2011-03-03,Normal,98078748,Paquete pequeño,1,2.0,5.1,Cyber Monday,Libro,Bajo consumo,B2C,7.1
Paraguay,558515024,2014-12-19,2015-01-08,Normal,98071765,Paquete pequeño,2,1.0,3.58,Sin descuento,Libro,Bajo consumo,B2C,4.58
Paraguay,567281373,2000-07-11,2000-07-31,Normal,98093519,Paquete pequeño,2,3.0,3.61,Sin descuento,Libro,Bajo consumo,B2C,6.609999999999999
Paraguay,568383385,2011-06-30,2016-07-11,Devolución,98078091,Paquete pequeño,3,1.0,4.88,Cyber Monday,Libro,Bajo consumo,B2C,5.88
Paraguay,568383385,2012-12-29,2016-12-04,Normal,98075499,Paquete pequeño,2,2.0,4.99,Liquidación,Libro,Bajo consumo,B2C,6.99
Paraguay,568383385,2015-05-15,2015-05-29,Normal,98070797,Paquete pequeño,2,2.0,3.0,Cyber Monday,Libro,Bajo consumo,B2C,5.0
Paraguay,579052388,2012-04-19,2012-05-12,Normal,98076725,Paquete pequeño,1,2.0,5.45,Cyber Monday,Libro,Bajo consumo,B2B,7.45
Paraguay,579229937,2002-06-07,2002-06-24,Normal,98090985,Paquete pequeño,2,2.0,4.9,Sin descuento,Libro,Bajo consumo,B2C,6.9
Paraguay,579229937,2005-12-02,2005-12-17,Devolución,98086379,Paquete pequeño,3,2.0,7.0,Sin descuento,Libro,Bajo consumo,B2C,9.0
Paraguay,596465578,2000-12-06,2000-12-25,Normal,98092989,Paquete pequeño,2,3.0,6.33,Cyber Monday,Libro,Bajo consumo,B2C,9.33
Paraguay,597467509,2004-08-04,2004-08-26,Normal,98088128,Paquete pequeño,1,2.0,6.12,Cyber Monday,Libro,Bajo consumo,B2C,8.120000000000001
Paraguay,598384221,2011-07-08,2011-07-20,Normal,98078054,Paquete pequeño,3,3.0,4.0,Black Friday,Libro,Bajo consumo,B2B,7.0
Paraguay,605633342,2006-03-12,2006-03-29,Normal,98086022,Paquete pequeño,1,1.0,3.61,Sin descuento,Libro,Bajo consumo,B2B,4.609999999999999
Paraguay,612686122,2009-10-12,2016-02-04,Normal,98081065,Paquete pequeño,2,1.0,3.65,Sin descuento,Libro,Bajo consumo,B2B,4.65
Paraguay,614794767,2011-06-25,2011-07-18,Normal,98078106,Paquete pequeño,3,3.0,6.12,Fecha especial,Libro,Bajo consumo,B2C,9.12
Paraguay,614794767,2014-02-01,2014-02-20,Normal,98073551,Paquete pequeño,1,1.0,6.45,Sin descuento,Libro,Bajo consumo,B2C,7.45
Paraguay,615575696,2007-01-10,2007-01-20,Devolución,98084885,Paquete pequeño,1,3.0,4.99,Sin descuento,Libro,Bajo consumo,B2B,7.99
Paraguay,615575696,2014-08-07,2017-05-21,Normal,98072499,Paquete pequeño,1,3.0,7.0,Sin descuento,Libro,Bajo consumo,B2B,10.0
Paraguay,618976416,2003-12-05,2003-12-19,Normal,98089004,Paquete pequeño,3,1.0,3.99,Sin descuento,Libro,Bajo consumo,B2B,4.99
Paraguay,619383446,2011-02-15,2011-02-25,Devolución,98078731,Paquete pequeño,1,2.0,3.75,Sin descuento,Libro,Bajo consumo,B2C,5.75
Paraguay,619383446,2014-08-03,2017-05-22,Normal,98072521,Paquete pequeño,3,2.0,4.25,Cyber Monday,Libro,Bajo consumo,B2C,6.25
Paraguay,637125327,2008-11-28,2008-12-06,Normal,98082365,Paquete pequeño,3,2.0,5.99,Cyber Monday,Libro,Bajo consumo,B2C,7.99
Paraguay,645012493,2012-06-02,2012-06-14,Normal,98076513,Paquete pequeño,1,3.0,3.0,Sin descuento,Libro,Bajo consumo,B2C,6.0
Paraguay,655183893,2011-09-30,2011-10-20,Normal,98077645,Paquete pequeño,3,1.0,3.58,Sin descuento,Libro,Bajo consumo,B2C,4.58
Paraguay,664948076,2005-06-11,2005-07-02,Normal,98087014,Paquete pequeño,3,2.0,6.99,Sin descuento,Libro,Bajo consumo,B2C,8.99
Paraguay,664948076,2010-08-30,2010-09-21,Devolución,98079525,Paquete pequeño,1,2.0,4.55,Sin descuento,Libro,Bajo consumo,B2C,6.55
Paraguay,664948076,2014-12-19,2015-01-09,Normal,98071763,Paquete pequeño,2,1.0,5.61,Sin descuento,Libro,Bajo consumo,B2C,6.61
Paraguay,674406500,2004-11-18,2004-12-05,Normal,98087760,Paquete pequeño,1,3.0,4.61,Sin descuento,Libro,Bajo consumo,B2C,7.61
Paraguay,676480421,2001-04-26,2001-05-09,Normal,98092486,Paquete pequeño,1,3.0,7.0,Liquidación,Libro,Bajo consumo,B2C,10.0
Paraguay,677383648,2007-01-10,2007-01-24,Normal,98084890,Paquete pequeño,3,1.0,5.9,Black Friday,Libro,Bajo consumo,B2C,6.9
Paraguay,680594379,2000-03-21,2000-03-30,Normal,98093919,Paquete pequeño,1,1.0,3.58,Liquidación,Libro,Bajo consumo,B2C,4.58
Paraguay,683896944,2007-11-05,2007-11-19,Devolución,98083789,Paquete pequeño,3,3.0,3.89,Sin descuento,Libro,Bajo consumo,B2C,6.890000000000001
Paraguay,683896944,2015-08-04,2015-08-25,Normal,98070249,Paquete pequeño,1,2.0,3.75,Sin descuento,Libro,Bajo consumo,B2C,5.75
Paraguay,685203305,2003-07-20,2003-08-01,Normal,98089531,Paquete pequeño,3,3.0,5.55,Sin descuento,Libro,Bajo consumo,B2B,8.55
Paraguay,685203305,2007-02-05,2007-02-15,Normal,98084788,Paquete pequeño,3,3.0,6.61,Black Friday,Libro,Bajo consumo,B2B,9.61
Paraguay,695360223,2003-09-20,2003-10-11,Devolución,98089311,Paquete pequeño,3,3.0,4.0,Sin descuento,Libro,Bajo consumo,B2C,7.0
Paraguay,695668764,2009-04-13,2009-04-21,Normal,98081833,Paquete pequeño,1,2.0,4.14,Sin descuento,Libro,Bajo consumo,B2C,6.14
Paraguay,700137756,2010-03-09,2016-03-14,Normal,98080352,Paquete pequeño,3,2.0,5.55,Cyber Monday,Libro,Bajo consumo,B2B,7.55
Paraguay,700137756,2013-03-10,2013-03-25,Normal,98075141,Paquete pequeño,2,2.0,3.75,Sin descuento,Libro,Bajo consumo,B2B,5.75
Paraguay,705211779,2009-04-23,2009-05-06,Normal,98081790,Paquete pequeño,2,1.0,6.61,Cyber Monday,Libro,Bajo consumo,B2C,7.61
Paraguay,707476699,2008-03-02,2008-03-23,Normal,98083375,Paquete pequeño,3,2.0,4.0,Sin descuento,Libro,Bajo consumo,B2C,6.0
Paraguay,707476699,2010-06-27,2010-07-10,Normal,98079811,Paquete pequeño,1,3.0,5.9,Sin descuento,Libro,Bajo consumo,B2C,8.9
Paraguay,720465100,2005-10-02,2005-10-14,Devolución,98086628,Paquete pequeño,1,1.0,5.86,Sin descuento,Libro,Bajo consumo,B2C,6.86
Paraguay,720465100,2013-12-09,2013-12-31,Normal,98073822,Paquete pequeño,1,1.0,3.61,Liquidación,Libro,Bajo consumo,B2C,4.609999999999999
Paraguay,726340910,2013-11-08,2013-11-30,Normal,98073971,Paquete pequeño,2,2.0,4.61,Sin descuento,Libro,Bajo consumo,B2B,6.61
Paraguay,749092605,2003-03-20,2003-03-31,Normal,98090000,Paquete pequeño,2,3.0,5.86,Cyber Monday,Libro,Bajo consumo,B2B,8.86
Paraguay,758679810,2012-11-22,2012-12-09,Normal,98075664,Paquete pequeño,1,3.0,3.25,Sin descuento,Libro,Bajo consumo,B2C,6.25
Paraguay,767598372,2012-04-29,2012-05-16,Devolución,98076674,Paquete pequeño,3,3.0,3.0,Cyber Monday,Libro,Bajo consumo,B2B,6.0
Paraguay,773449633,2011-03-06,2011-03-18,Normal,98078642,Paquete pequeño,1,2.0,3.86,Black Friday,Libro,Bajo consumo,B2C,5.859999999999999
Paraguay,777301763,2005-02-11,2005-03-01,Normal,98087450,Paquete pequeño,2,3.0,3.1,Sin descuento,Libro,Bajo consumo,B2B,6.1
Paraguay,777301763,2012-06-02,2012-06-14,Normal,98076516,Paquete pequeño,2,2.0,6.45,Sin descuento,Libro,Bajo consumo,B2B,8.45
Paraguay,777931056,2003-06-09,2003-06-21,Devolución,98089687,Paquete pequeño,2,1.0,5.99,Sin descuento,Libro,Bajo consumo,B2C,6.99
Paraguay,777931056,2013-02-18,2016-12-23,Devolución,98075229,Paquete pequeño,1,2.0,3.0,Sin descuento,Libro,Bajo consumo,B2C,5.0
Paraguay,790342421,2015-08-16,2015-09-01,Normal,98070174,Paquete pequeño,1,3.0,3.9,Cyber Monday,Libro,Bajo consumo,B2C,6.9
Paraguay,792787007,2013-09-23,2013-10-05,Normal,98074198,Paquete pequeño,3,2.0,3.1,Sin descuento,Libro,Bajo consumo,B2B,5.1
Paraguay,819761666,2002-01-11,2002-02-03,Devolución,98091566,Paquete pequeño,3,3.0,6.65,Black Friday,Libro,Bajo consumo,B2B,9.65
Paraguay,819761666,2002-02-17,2002-03-05,Devolución,98091425,Paquete pequeño,2,1.0,3.1,Fecha especial,Libro,Bajo consumo,B2B,4.1
Paraguay,838168914,2011-03-31,2011-04-19,Normal,98078511,Paquete pequeño,3,1.0,3.45,Liquidación,Libro,Bajo consumo,B2C,4.45
Paraguay,845554615,2003-08-19,2003-09-06,Normal,98089425,Paquete pequeño,3,1.0,6.99,Cyber Monday,Libro,Bajo consumo,B2C,7.99
Paraguay,862543364,2011-12-21,2012-01-08,Normal,98077283,Paquete pequeño,1,1.0,5.9,Sin descuento,Libro,Bajo consumo,B2C,6.9
Paraguay,875729150,2013-03-08,2013-03-20,Normal,98075146,Paquete pequeño,1,3.0,5.55,Cyber Monday,Libro,Bajo consumo,B2B,8.55
Paraguay,890670789,2000-11-19,2000-12-06,Normal,98093046,Paquete pequeño,3,1.0,5.61,Black Friday,Libro,Bajo consumo,B2C,6.61
Paraguay,890670789,2004-11-18,2004-12-04,Normal,98087759,Paquete pequeño,3,3.0,6.65,Sin descuento,Libro,Bajo consumo,B2C,9.65
Paraguay,892274535,2015-10-07,2017-09-07,Devolución,98069824,Paquete pequeño,3,3.0,6.99,Sin descuento,Libro,Bajo consumo,B2B,9.99
Perú,126420846,2012-05-04,2012-05-23,Normal,98076650,Paquete pequeño,3,3.0,3.0,Black Friday,Libro,Bajo consumo,B2B,6.0
Perú,126466824,2011-10-09,2011-10-21,Devolución,98077608,Paquete pequeño,3,1.0,3.88,Cyber Monday,Libro,Bajo consumo,B2C,4.88
Perú,126466824,2014-01-02,2014-01-13,Normal,98073714,Paquete pequeño,1,1.0,4.9,Black Friday,Libro,Bajo consumo,B2C,5.9
Perú,139149235,2002-02-10,2002-02-21,Normal,98091451,Paquete pequeño,1,3.0,3.58,Cyber Monday,Libro,Bajo consumo,B2C,6.58
Perú,139149235,2012-01-30,2012-02-16,Normal,98077092,Paquete pequeño,3,2.0,3.99,Sin descuento,Libro,Bajo consumo,B2C,5.99
Perú,145148150,2010-10-21,2010-11-02,Normal,98079286,Paquete pequeño,3,3.0,5.55,Black Friday,Libro,Bajo consumo,B2C,8.55
Perú,145148150,2012-08-21,2016-10-25,Devolución,98076133,Paquete pequeño,3,1.0,3.75,Sin descuento,Libro,Bajo consumo,B2C,4.75
Perú,162737049,2001-12-06,2001-12-25,Normal,98091715,Paquete pequeño,2,3.0,4.88,Black Friday,Libro,Bajo consumo,B2C,7.88
Perú,162737049,2007-06-27,2007-07-15,Normal,98084289,Paquete pequeño,1,1.0,5.12,Sin descuento,Libro,Bajo consumo,B2C,6.12
Perú,162737049,2015-10-25,2015-11-06,Normal,98069705,Paquete pequeño,2,3.0,6.12,Sin descuento,Libro,Bajo consumo,B2C,9.12
Perú,181452465,2010-06-30,2016-04-10,Normal,98079795,Paquete pequeño,1,3.0,3.55,Cyber Monday,Libro,Bajo consumo,B2C,6.55
Perú,194622983,2004-11-10,2004-11-22,Normal,98087788,Paquete pequeño,2,2.0,3.73,Cyber Monday,Libro,Bajo consumo,B2C,5.73
Perú,197732829,2013-08-05,2013-08-13,Devolución,98074420,Paquete pequeño,2,1.0,6.55,Sin descuento,Libro,Bajo consumo,B2C,7.55
Perú,198740617,2015-01-09,2017-09-30,Normal,98071653,Paquete pequeño,1,2.0,7.0,Sin descuento,Libro,Bajo consumo,B2C,9.0
Perú,201171360,2011-03-01,2011-03-24,Normal,98078659,Paquete pequeño,3,1.0,3.84,Cyber Monday,Libro,Bajo consumo,B2C,4.84
Perú,217065938,2010-07-16,2016-04-15,Devolución,98079735,Paquete pequeño,1,3.0,6.45,Cyber Monday,Libro,Bajo consumo,B2C,9.45
Perú,233460961,2011-04-05,2011-04-22,Normal,98078497,Paquete pequeño,3,2.0,6.58,Sin descuento,Libro,Bajo consumo,B2B,8.58
Perú,234941158,2003-09-27,2003-10-12,Normal,98089275,Paquete pequeño,1,2.0,4.2,Black Friday,Libro,Bajo consumo,B2C,6.2
Perú,234941158,2015-04-22,2018-01-29,Normal,98070938,Paquete pequeño,2,3.0,5.0,Sin descuento,Libro,Bajo consumo,B2C,8.0
Perú,238517106,2004-11-30,2004-12-21,Normal,98087726,Paquete pequeño,1,2.0,3.84,Sin descuento,Libro,Bajo consumo,B2B,5.84
Perú,240748730,2009-03-26,2009-04-08,Devolución,98081897,Paquete pequeño,2,2.0,5.68,Cyber Monday,Libro,Bajo consumo,B2B,7.68
Perú,249798097,2008-09-08,2008-09-21,Devolución,98082669,Paquete pequeño,2,3.0,6.75,Cyber Monday,Libro,Bajo consumo,B2B,9.75
Perú,249798097,2009-05-01,2009-05-12,Devolución,98081762,Paquete pequeño,3,1.0,7.0,Sin descuento,Libro,Bajo consumo,B2B,8.0
Perú,249798097,2012-05-19,2016-10-10,Normal,98076588,Paquete pequeño,2,3.0,3.58,Sin descuento,Libro,Bajo consumo,B2B,6.58
Perú,249798097,2014-02-12,2014-03-06,Normal,98073496,Paquete pequeño,2,3.0,3.12,Fecha especial,Libro,Bajo consumo,B2B,6.12
Perú,272491500,2012-02-08,2012-03-01,Normal,98077039,Paquete pequeño,3,1.0,4.25,Sin descuento,Libro,Bajo consumo,B2C,5.25
Perú,283730095,2006-10-18,2006-11-06,Normal,98085203,Paquete pequeño,2,3.0,5.88,Sin descuento,Libro,Bajo consumo,B2B,8.879999999999999
Perú,295769990,2004-03-03,2004-03-12,Normal,98088671,Paquete pequeño,2,1.0,4.89,Sin descuento,Libro,Bajo consumo,B2B,5.89
Perú,305002580,2008-09-09,2008-09-19,Normal,98082667,Paquete pequeño,1,2.0,6.0,Cyber Monday,Libro,Bajo consumo,B2C,8.0
Perú,305002580,2015-07-10,2015-07-20,Normal,98070428,Paquete pequeño,1,1.0,4.45,Sin descuento,Libro,Bajo consumo,B2C,5.45
Perú,306217163,2007-09-14,2007-10-03,Normal,98083986,Paquete pequeño,3,1.0,4.36,Sin descuento,Libro,Bajo consumo,B2B,5.36
Perú,308322096,2014-08-17,2018-06-15,Normal,98072449,Paquete pequeño,1,3.0,4.99,Black Friday,Libro,Bajo consumo,B2C,7.99
Perú,309017972,2008-04-03,2008-04-20,Normal,98083250,Paquete pequeño,2,1.0,6.61,Cyber Monday,Libro,Bajo consumo,B2C,7.61
